,Year,democracy_index,Incarceration_Rate_Per_100_000,Political_Rights,Civil_Liberties,bicc_gmi,cspf_sfi,gggi_ggi,gpi_conf,gpi_gpi,gpi_mil,gpi_ss,hum_satdem,hum_sti,spi_bn,spi_fob,spi_opp,spi_ospi,undp_hdi,van_part,vdem_gcrrpt,vdem_jucorrdc,wdi_homicidesf,wdi_homicidesm,wdi_inflation,wdi_lfpedubf,wdi_nersf,wdi_nersm,wdi_unempilo,wdi_unempmilo,wdi_unempmne,wdi_unempne,gd_ptsa_1.0,gd_ptsa_2.0,gd_ptsa_3.0,gd_ptsa_4.0,gd_ptsa_5.0,nelda_vcdbe_0.0,nelda_vcdbe_1.0,nelda_vcdbe_3.0,Country_Australia,Country_Austria,Country_Belgium,Country_Canada,Country_Chile,Country_Colombia,Country_Costa Rica,Country_Denmark,Country_Estonia,Country_Finland,Country_France,Country_Germany,Country_Greece,Country_Hungary,Country_Iceland,Country_Ireland,Country_Israel,Country_Italy,Country_Japan,Country_Latvia,Country_Lithuania,Country_Luxembourg,Country_Mexico,Country_Netherlands,Country_New Zealand,Country_Norway,Country_Poland,Country_Portugal,Country_Slovakia,Country_Slovenia,Country_Spain,Country_Sweden,Country_Switzerland,Country_USA,Country_United Kingdom
330,2013,7.35,180.119485,37,55,133.2451792,1.0,0.685699999,1.432,1.53,1.353,1.785,39.287022,39.672489,87.04000092,73.33999634,75.30000305,78.55999756,0.84799999,44.0,1.863,2.677,0.824537372,1.823515601,1.40047369,14.85999966,84.86863,83.57996,14.22000027,13.97399998,13.98999977,14.22999954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
331,2014,7.35,184.8855509,37,54,133.7734405,1.0,0.680599988,1.432,1.518,1.325,1.778,37.908005,38.668373,87.34999847,77.19999695,75.33000183,79.95999908,0.84899998,44.1,1.863,2.677,0.680506497,1.7445653,-0.07616533,16.26000023,84.78667,83.69236,13.18000031,12.81799984,10.38000011,11.53999996,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
332,2015,7.29,182.7468232,37,53,138.5590557,1.0,0.675000012,1.407,1.568,1.525,1.805,37.275536,,87.66000366,77.44000244,75.09999847,80.06999969,0.85100001,49.1,1.863,2.677,0.501002004,1.135841321,-0.325219777,16.38999939,85.34023,84.20145,11.47999954,10.31799984,10.34000015,11.48999977,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
333,2016,7.29,184.0291935,36,53,137.7186055,1.0,0.67900002,1.406,1.596,1.459,1.917,40.161453,,88.01000214,77.06999969,74.70999908,79.93000031,0.85399997,44.81,1.877,2.677,0.715199126,1.398560692,-0.520010196,16.04000092,85.60965,84.48385,9.670000076,8.767000198,8.770000458,9.680000305,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
334,2017,7.16,184.3580097,36,53,137.6556451,1.0,0.694000006,1.405,1.532,1.369,1.817,,,87.98000336,77.40000153,74.31999969,79.90000153,0.85600001,44.81,1.881,2.677,0.679025163,2.075648716,1.311945882,16.95999908,85.3043,84.23779,8.130000114,7.897999763,7.920000076,8.140000343,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
335,2018,7.1,188.9935926,36,53,134.723791,1.0,0.693000019,1.404,1.519,1.386,1.783,,,88.05000305,79.76000214,73.83000183,80.55000305,0.85900003,44.81,1.881,2.677,0.928741256,1.356683873,2.514037129,15.52000046,,,6.539999962,6.131999969,6.139999866,6.539999962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
336,2019,7.17,193.5303829,36,52,152.7691202,,0.717999995,1.403,1.541,1.387,1.835,,,87.84999847,79.73999786,75.12999725,80.91000366,0.86199999,,1.881,2.677,0.535618831,2.032739911,2.664561334,15.38000011,,,5.75,5.581999779,5.599999905,5.760000229,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
337,2020,6.97,192.7728772,36,52,160.425385,,0.712000012,1.403,1.545,1.274,1.835,,,87.87999725,79.19000244,75.45999908,80.83999634,0.85699999,,2.585,2.677,0.999584458,1.241311291,1.936941267,13.60000038,,,6.690000057,6.380000114,6.400000095,6.71999979,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
338,2021,7.03,185.475424,37,53,155.1205279,,0.717,1.403,1.499,1.274,1.835,,,87.72000122,80.08000183,76.08000183,81.29000092,0.84799999,,2.585,2.677,,,3.149606299,13.15999985,,,6.739999771,6.488999844,6.679999828,6.889999866,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
339,2010,7.69,65.66899376,38,53,166.0576776,0.0,0.704699993,1.406,1.344,1.245,1.431,35.786846,42.069519,88.33000183,81.23999786,80.83000183,83.47000122,0.88999999,51.1,1.462,2.714,0.776054828,0.691370999,1.801170221,25.90999985,94.65004,93.42939,7.239999771,7.422999859,7.440000057,7.260000229,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
340,2011,7.76,61.63296865,38,53,157.6013094,0.0,0.704100013,1.407,1.386,1.432,1.423,37.066402,27.059906,88.47000122,81.91999817,81.16000366,83.84999847,0.89200002,56.07,1.444,2.714,0.677374342,0.884194145,1.802851719,22.96999931,94.67958,93.61172,8.170000076,8.164999962,8.199999809,8.199999809,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
341,2012,7.88,66.54250554,38,53,154.2273795,0.0,0.713199973,1.407,1.376,1.408,1.414,33.990639,45.482071,88.51000214,79.79000092,80.94000244,83.08000183,0.89099997,56.07,1.444,2.714,0.579191391,0.782856231,2.59741386,21.71999931,94.87187,93.29379,8.840000153,8.388999939,8.420000076,8.880000114,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
342,2013,7.88,65.62520432,38,53,153.1894717,0.0,0.715499997,1.407,1.37,1.396,1.407,28.275625,37.826962,88.45999908,80.30999756,80.72000122,83.16000366,0.89999998,45.5,1.801,2.714,0.288939121,0.87818672,1.769200859,20.87000084,95.96427,94.4455,10.10000038,9.420000076,9.479999542,10.14000034,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
343,2014,7.57,73.35233168,38,53,150.544417,0.0,0.744300008,1.407,1.354,1.365,1.386,29.289495,42.21521,88.70999908,82.05999756,81.16999817,83.98000336,0.90200001,39.7,1.827,2.714,0.576745062,0.973551526,0.199343827,24.61000061,95.57794,94.04876,9.670000076,8.923000336,8.970000267,9.720000267,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
344,2015,7.57,67.23175299,38,53,148.9602163,0.0,0.783999979,1.407,1.321,1.249,1.369,33.872482,,88.77999878,82.20999908,80.76999664,83.91999817,0.903,39.7,1.827,2.714,1.055714873,0.874422274,-0.525552286,21.89999962,97.34698,95.57218,8.960000038,8.048000336,8.069999695,9.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
345,2016,7.51,62.58313318,39,53,150.0122667,0.0,0.786000013,1.406,1.313,1.183,1.389,37.821136,,89.13999939,84.98999786,80.5,84.87999725,0.91000003,39.7,1.827,3.058,0.191738928,0.775855381,-0.054999542,19.96999931,96.34596,94.63566,8.0,7.488999844,7.510000229,8.020000458,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
346,2017,7.5,62.7146882,39,53,149.1807198,0.0,0.805000007,1.405,1.33,1.255,1.392,,,89.37000275,84.51999664,80.66999817,84.84999847,0.91299999,39.6,1.827,3.058,0.862272971,0.96838982,1.429107433,20.20999908,96.62219,94.81207,6.559999943,5.769000053,5.78000021,6.570000172,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
347,2018,7.5,63.9149371,39,54,137.0695978,0.0,0.783999979,1.404,1.293,1.177,1.353,,,89.41999817,85.48999786,81.13999939,85.34999847,0.917,39.15,1.804,3.058,0.478921239,0.483641784,1.73860862,19.44000053,,,5.110000134,4.602000237,4.610000134,5.130000114,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
348,2019,7.5,66.07028297,39,55,138.7937821,,0.742999971,1.403,1.312,1.168,1.407,,,89.41999817,85.30999756,81.26999664,85.33999634,0.921,,1.804,3.058,0.383152773,0.579887193,1.630522608,18.12999916,,,4.449999809,4.013999939,4.010000229,4.449999809,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
349,2020,7.54,68.42519577,39,55,138.0317422,,0.740999997,1.403,1.295,1.129,1.407,,,89.19000244,85.08999634,78.55000305,84.27999878,0.91299999,,1.258,3.068,0.574876737,0.482984458,-0.054856816,16.48999977,,,4.96999979,4.402999878,4.420000076,4.989999771,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
350,2021,7.54,53.59983524,39,56,146.1443523,,0.744,1.403,1.316,1.129,1.407,,,89.19999695,85.44999695,77.93000031,84.19000244,0.91799998,,1.065,2.981,,,1.917065061,16.45000076,,,4.422999859,3.50999999,4.260000229,4.739999771,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
351,2010,8.16,158.7386708,40,57,146.8813744,1.0,0.755400002,1.292,1.673,1.94,1.905,48.761292,42.273899,88.29000092,81.69000244,80.40000153,83.45999908,0.86799997,61.9,2.922,3.551,0.658470541,1.054972484,1.799864577,37.49000168,92.20098,89.61511,19.86000061,19.56999969,19.56999969,19.86000061,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
352,2011,8.02,150.8092392,40,57,146.2863181,0.0,0.758000016,1.098,1.609,2.033,1.831,48.350368,35.437645,88.83000183,82.16999817,80.52999878,83.84999847,0.87199998,52.46,2.922,3.551,0.535643137,1.106819602,3.196101888,37.86999893,90.26585,88.57775,21.38999939,21.04199982,21.04000092,21.38999939,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
353,2012,8.02,146.7124656,40,57,131.1766356,0.0,0.726599991,1.047,1.589,1.967,1.885,38.704643,,88.83000183,79.68000031,80.75,83.08999634,0.87400001,52.46,2.922,3.551,0.522622267,1.031286752,2.446127824,38.16999817,90.50895,89.14063,24.79000092,24.58399963,24.57999992,24.79000092,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
354,2013,8.02,143.2618982,39,57,127.3293183,0.0,0.726599991,1.013,1.527,1.858,1.86,34.142239,45.070911,88.72000122,79.59999847,80.37000275,82.90000153,0.88,52.46,2.844,3.551,0.509468866,0.781761327,1.408581092,38.04000092,91.1254,89.97197,26.09000015,25.59799957,25.60000038,26.09000015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
355,2014,8.05,139.9281788,39,57,126.7262471,0.0,0.732500017,1.005,1.504,1.863,1.673,34.420029,46.337891,88.48000336,81.69999695,80.54000092,83.56999969,0.884,52.46,2.844,3.551,0.536468541,0.849845701,-0.151114838,42.24000168,91.95403,90.9262,24.44000053,23.59499931,23.60000038,24.44000053,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
356,2015,8.3,132.6991583,39,57,125.0950533,0.0,0.741999984,1.005,1.513,1.967,1.647,39.709473,48.276939,88.73999786,82.40000153,80.83000183,83.98999786,0.889,52.65,2.844,3.551,0.509351912,0.789832853,-0.50036571,41.66999817,93.28815,92.28014,22.05999947,20.77099991,20.77000046,22.05999947,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
357,2016,8.3,128.22197,39,56,121.6954459,0.0,0.737999976,1.004,1.487,1.855,1.665,37.197578,,88.97000122,83.83999634,81.02999878,84.61000061,0.89499998,51.98,2.67,3.551,0.475863508,0.790813422,-0.202598,40.79999924,95.64771,94.27312,19.62999916,18.11300087,18.12000084,19.63999939,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
358,2017,8.08,126.2488966,38,56,123.9885148,1.0,0.745999992,1.204,1.619,1.874,1.803,,,89.40000153,83.81999969,81.05000305,84.76000214,0.89700001,51.98,2.863,3.551,0.475761208,0.847309056,1.956076334,40.00999832,97.75094,96.05046,17.21999931,15.65400028,15.65999985,17.21999931,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
359,2018,8.08,125.8397715,38,56,128.678728,1.0,0.745999992,1.358,1.691,1.911,1.83,,,89.40000153,85.06999969,82.01999664,85.48999786,0.90100002,51.98,2.954,3.551,0.492318589,0.750182181,1.674981369,39.33000183,,,15.25,13.71800041,13.72000027,15.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
360,2019,8.29,124.1572174,39,55,126.8998114,,0.795000017,1.359,1.673,1.867,1.808,,,89.58000183,85.20999908,82.52999878,85.76999664,0.90799999,,2.954,3.551,0.529943177,0.9015425,0.699518994,38.83000183,,,14.10000038,12.44900036,12.44999981,14.10000038,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
361,2020,8.12,116.5024594,38,54,130.7745653,,0.787999988,1.218,1.641,1.898,1.808,,,89.59999847,85.08000183,82.26000214,85.65000153,0.89899999,,2.954,3.551,0.500495343,0.778994547,-0.322753017,36.45999908,,,15.52999973,13.86900043,13.86999989,15.52999973,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
362,2021,7.94,116.0255974,37,53,131.041221,,0.788,1.218,1.603,1.898,1.808,,,89.51999664,84.70999908,81.80999756,85.34999847,0.90499997,,2.954,3.551,,,3.09313512,36.06000137,,,14.7329998,12.91800022,13.05000019,14.77999973,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
363,2010,9.5,72.97162,40,60,157.9095434,0.0,0.802399993,1.029,1.439,2.174,1.352,67.305847,62.051613,89.87000275,85.90000153,88.55000305,88.11000061,0.91000003,65.7,3.846,3.803,0.570473961,1.370778406,1.157988027,41.34000015,93.08986,93.05355,8.609999657,8.68999958,8.68999958,8.609999657,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
364,2011,9.5,70.44181935,40,60,153.8395314,0.0,0.804400027,1.03,1.434,2.164,1.334,68.185173,64.12455,89.83000183,85.91999817,89.19000244,88.30999756,0.91100001,65.7,3.846,3.803,0.526585068,1.1866584,2.961150738,41.61999893,91.6258,91.49697,7.800000191,7.837999821,7.840000153,7.800000191,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
365,2012,9.73,65.88540074,40,60,146.6711144,0.0,0.815900028,1.005,1.416,2.18,1.32,68.772636,60.059685,90.16999817,87.47000122,89.37999725,89.01000214,0.91100001,65.7,3.846,3.803,0.445687903,0.966249737,0.888377507,41.79000092,92.5291,92.54879,7.980000019,8.217000008,8.210000038,7.980000019,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
366,2013,9.73,59.31226378,40,60,142.4173133,0.0,0.812900007,1.005,1.389,2.127,1.287,67.828476,,90.16999817,87.12999725,89.19999695,88.83000183,0.93199998,65.7,3.846,3.803,0.539812747,1.27042812,-0.04429297,40.88000107,94.28945,94.64062,8.050000191,8.19699955,8.199999809,8.050000191,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
367,2014,9.73,59.57419786,40,59,142.3907015,0.0,0.816500008,1.006,1.375,2.132,1.281,68.961258,63.067436,90.16000366,86.94999695,89.05999756,88.72000122,0.935,64.69,3.846,3.803,0.515410039,1.280560472,-0.179638494,41.29000092,96.51499,96.82383,7.949999809,8.187999725,8.18999958,7.949999809,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
368,2015,9.45,57.78047147,40,59,155.3294382,0.0,0.823000014,1.007,1.422,2.167,1.342,66.110611,,89.91000366,86.94000244,89.09999847,88.65000153,0.93699998,64.69,3.846,3.803,0.593764287,1.700521384,-0.046784745,41.63000107,99.46348,99.80837,7.429999828,7.559000015,7.559999943,7.429999828,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
369,2016,9.39,56.84537125,40,60,154.3181193,0.0,0.814999998,1.209,1.504,2.136,1.362,65.481026,,89.87000275,87.98999786,88.87000275,88.91000366,0.93900001,64.69,3.846,3.803,0.589785605,1.565370905,0.984269245,41.59000015,,,6.989999771,7.356999874,7.360000134,6.989999771,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
370,2017,9.39,56.7994838,40,60,152.8205788,0.0,0.815999985,1.209,1.482,2.012,1.384,,,89.91999817,87.68000031,88.59999847,88.73000336,0.94099998,64.69,3.846,3.803,0.545546792,1.735364221,1.794499047,43.20000076,,,6.71999979,6.97300005,6.96999979,6.71999979,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
371,2018,9.39,60.16355749,40,60,152.9030751,0.0,0.822000027,1.269,1.515,1.87,1.485,,,89.97000122,89.19999695,88.5,89.22000122,0.94199997,64.9,3.846,3.803,0.662596317,1.502638031,1.953535301,43.63000107,,,6.360000134,6.473999977,6.480000019,6.360000134,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
372,2019,9.39,65.43680724,40,60,146.6941998,,0.819999993,1.267,1.508,1.755,1.475,,,90.13999939,89.11000061,88.84999847,89.37000275,0.94700003,,3.755,3.803,0.498922925,1.711239481,1.784150974,43.38999939,,,6.829999924,6.71600008,6.71999979,6.829999924,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
373,2020,9.26,70.37343489,40,60,148.0611775,,0.823000014,1.221,1.497,1.802,1.475,,,90.16999817,88.79000092,89.05999756,89.33999634,0.94199997,,3.755,3.803,0.495999959,1.956928981,0.497367319,41.52000046,,,8.289999962,8.295000076,8.300000191,8.289999962,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
374,2021,9.26,74.28993923,40,60,151.190425,,0.822,1.221,1.564,1.802,1.475,,,90.34999847,88.90000153,88.98999786,89.41999817,0.94700003,,3.755,3.803,,,2.163197364,36.86000061,,,8.661000252,8.461000443,8.430000305,8.720000267,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
375,2010,9.09,73.69827466,39,57,159.9835203,1.0,0.756200016,1.002,1.447,2.152,1.361,70.706039,56.438538,90.56999969,83.83999634,86.08000183,86.83000183,0.94199997,66.5,3.102,3.755,0.655956412,0.676203564,0.688238707,40.40999985,82.3699,84.93788,4.800000191,4.474999905,4.480000019,4.809999943,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
376,2011,9.09,71.11632917,39,57,159.566478,1.0,0.762700021,1.002,1.411,2.113,1.322,66.353355,52.731789,90.44000244,84.33999634,86.27999878,87.01999664,0.94300002,32.91,3.102,3.755,0.57371402,0.590042847,0.231349208,41.68000031,82.04877,84.30245,4.400000095,4.070000172,4.079999924,4.409999847,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
377,2012,9.09,76.31565717,39,57,154.6328314,1.0,0.767199993,1.001,1.394,2.086,1.301,73.872948,56.838581,90.41000366,85.73999786,86.63999939,87.58999634,0.94499999,32.91,3.102,3.755,0.419160569,0.708451651,-0.692552018,40.45000076,80.06983,82.21341,4.480000019,4.274000168,4.28000021,4.489999771,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
378,2013,9.09,82.01902807,39,57,153.8539345,1.0,0.773599982,1.0,1.378,2.055,1.314,77.516121,,90.59999847,85.86000061,86.79000092,87.75,0.94800001,52.91,3.102,3.755,0.77998576,0.624026986,-0.217323155,41.27999878,82.58785,84.47916,4.75,4.602000237,4.599999905,4.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
379,2014,9.09,79.61854424,39,57,146.8549158,1.0,0.779799998,1.0,1.364,2.055,1.273,73.526665,57.186684,90.77999878,86.31999969,87.05000305,88.05000305,0.95200002,52.91,3.102,3.755,0.578591256,0.418925889,-0.013202539,42.41999817,83.47382,85.43395,4.829999924,4.690999985,4.690000057,4.829999924,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
380,2015,9.09,78.46184832,39,57,146.1452141,1.0,0.785000026,1.0,1.357,2.02,1.249,75.853859,56.157635,90.80000305,86.56999969,87.23000336,88.19999695,0.954,41.04,3.102,3.755,0.715890331,0.657544015,-1.143908672,43.04999924,84.0442,86.16997,4.800000191,4.702000141,4.699999809,4.800000191,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
381,2016,9.09,77.7150277,39,57,154.4238233,1.0,0.776000023,1.002,1.354,2.026,1.245,,,90.94000244,88.08999634,87.18000031,88.73999786,0.95599997,51.04,3.102,3.755,0.591042817,0.48191575,-0.434618664,42.83000183,84.70193,86.89822,4.920000076,4.84100008,4.840000153,4.920000076,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
382,2017,9.03,77.66496795,39,57,153.8563242,1.0,0.754999995,1.003,1.397,2.03,1.315,,,90.91999817,88.26000214,87.40000153,88.86000061,0.95700002,46.04,3.102,3.755,0.46883809,0.596668395,0.53378784,41.36999893,83.93147,86.66088,4.800000191,4.572000027,4.570000172,4.800000191,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
383,2018,9.03,77.53891803,39,57,152.8477819,1.0,0.754999995,1.005,1.37,2.029,1.242,,,91.08000183,90.26999664,87.43000031,89.59999847,0.95899999,46.04,3.102,3.755,0.651280627,0.520538559,0.936335464,43.09999847,,,4.710000038,4.366000175,4.369999886,4.710000038,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
384,2019,9.03,76.58949587,39,57,153.483971,,0.778999984,1.005,1.389,2.036,1.236,,,91.26000214,90.52999878,87.73000336,89.83999634,0.96200001,,3.102,3.755,0.600364837,0.469410732,0.36288618,42.40000153,,,4.389999866,4.109000206,4.110000134,4.389999866,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
385,2020,8.83,71.57398994,39,57,162.230495,,0.797999978,1.005,1.384,1.929,1.236,,,91.27999878,91.16000366,88.29000092,90.23999786,0.95599997,,3.102,3.755,0.619128313,0.46580437,-0.725874933,42.16999817,,,4.820000172,4.660999775,4.659999847,4.820000172,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
